Band name,Band value
20230719_0730_sm_rootzone,0.288
20230719_1030_sm_rootzone,0.288
20230719_1330_sm_rootzone,0.287
20230719_1630_sm_rootzone,0.286
20230719_1930_sm_rootzone,0.285
20230719_2230_sm_rootzone,0.285
20230720_0130_sm_rootzone,0.285
20230720_0430_sm_rootzone,0.285
20230720_0730_sm_rootzone,0.285
20230720_1030_sm_rootzone,0.285
20230720_1330_sm_rootzone,0.285
20230720_1630_sm_rootzone,0.284
20230720_1930_sm_rootzone,0.282
20230720_2230_sm_rootzone,0.282
20230721_0130_sm_rootzone,0.282
20230721_0430_sm_rootzone,0.282
20230721_0730_sm_rootzone,0.282
20230721_1030_sm_rootzone,0.282
20230721_1330_sm_rootzone,0.282
20230721_1630_sm_rootzone,0.281
20230721_1930_sm_rootzone,0.28
20230721_2230_sm_rootzone,0.28
20230722_0130_sm_rootzone,0.28
20230722_0430_sm_rootzone,0.28
20230722_0730_sm_rootzone,0.28
20230722_1030_sm_rootzone,0.28
20230722_1330_sm_rootzone,0.28
20230722_1630_sm_rootzone,0.279
20230722_1930_sm_rootzone,0.278
20230722_2230_sm_rootzone,0.278
20230723_0130_sm_rootzone,0.278
20230723_0430_sm_rootzone,0.278
20230723_0730_sm_rootzone,0.278
20230723_1030_sm_rootzone,0.278
20230723_1330_sm_rootzone,0.278
20230723_1630_sm_rootzone,0.277
20230723_1930_sm_rootzone,0.276
20230723_2230_sm_rootzone,0.275
20230724_0130_sm_rootzone,0.276
20230724_0430_sm_rootzone,0.276
20230724_0730_sm_rootzone,0.276
20230724_1030_sm_rootzone,0.276
20230724_1330_sm_rootzone,0.276
20230724_1630_sm_rootzone,0.275
20230724_1930_sm_rootzone,0.274
20230724_2230_sm_rootzone,0.273
20230725_0130_sm_rootzone,0.273
20230725_0430_sm_rootzone,0.273
20230725_0730_sm_rootzone,0.273
20230725_1030_sm_rootzone,0.273
20230725_1330_sm_rootzone,0.273
20230725_1630_sm_rootzone,0.272
20230725_1930_sm_rootzone,0.271
20230725_2230_sm_rootzone,0.271
20230726_0130_sm_rootzone,0.271
20230726_0430_sm_rootzone,0.271
20230726_0730_sm_rootzone,0.272
20230726_1030_sm_rootzone,0.272
20230726_1330_sm_rootzone,0.272
20230726_1630_sm_rootzone,0.271
20230726_1930_sm_rootzone,0.271
20230726_2230_sm_rootzone,0.271
20230727_0130_sm_rootzone,0.275
20230727_0430_sm_rootzone,0.278
20230727_0730_sm_rootzone,0.279
20230727_1030_sm_rootzone,0.279
20230727_1330_sm_rootzone,0.279
20230727_1630_sm_rootzone,0.278
20230727_1930_sm_rootzone,0.276
20230727_2230_sm_rootzone,0.276
20230728_0130_sm_rootzone,0.277
20230728_0430_sm_rootzone,0.278
20230728_0730_sm_rootzone,0.279
20230728_1030_sm_rootzone,0.279
20230728_1330_sm_rootzone,0.278
20230728_1630_sm_rootzone,0.277
20230728_1930_sm_rootzone,0.276
20230728_2230_sm_rootzone,0.277
20230729_0130_sm_rootzone,0.28
20230729_0430_sm_rootzone,0.28
20230729_0730_sm_rootzone,0.28
20230729_1030_sm_rootzone,0.28
20230729_1330_sm_rootzone,0.28
20230729_1630_sm_rootzone,0.278
20230729_1930_sm_rootzone,0.277
20230729_2230_sm_rootzone,0.276
20230730_0130_sm_rootzone,0.276
20230730_0430_sm_rootzone,0.276
20230730_0730_sm_rootzone,0.275
20230730_1030_sm_rootzone,0.275
20230730_1330_sm_rootzone,0.275
20230730_1630_sm_rootzone,0.274
20230730_1930_sm_rootzone,0.273
20230730_2230_sm_rootzone,0.272
20230731_0130_sm_rootzone,0.272
20230731_0430_sm_rootzone,0.272
20230731_0730_sm_rootzone,0.272
20230731_1030_sm_rootzone,0.272
20230731_1330_sm_rootzone,0.272
20230731_1630_sm_rootzone,0.271
20230731_1930_sm_rootzone,0.27
20230731_2230_sm_rootzone,0.269
20230801_0130_sm_rootzone,0.269
20230801_0430_sm_rootzone,0.269
20230801_0730_sm_rootzone,0.269
20230801_1030_sm_rootzone,0.269
20230801_1330_sm_rootzone,0.269
20230801_1630_sm_rootzone,0.268
20230801_1930_sm_rootzone,0.267
20230801_2230_sm_rootzone,0.266
20230802_0130_sm_rootzone,0.267
20230802_0430_sm_rootzone,0.267
20230802_0730_sm_rootzone,0.267
20230802_1030_sm_rootzone,0.267
20230802_1330_sm_rootzone,0.266
20230802_1630_sm_rootzone,0.265
20230802_1930_sm_rootzone,0.264
20230802_2230_sm_rootzone,0.263
20230803_0130_sm_rootzone,0.264
20230803_0430_sm_rootzone,0.264
20230803_0730_sm_rootzone,0.264
20230803_1030_sm_rootzone,0.264
20230803_1330_sm_rootzone,0.264
20230803_1630_sm_rootzone,0.263
20230803_1930_sm_rootzone,0.262
20230803_2230_sm_rootzone,0.261
20230804_0130_sm_rootzone,0.261
20230804_0430_sm_rootzone,0.261
20230804_0730_sm_rootzone,0.261
20230804_1030_sm_rootzone,0.261
20230804_1330_sm_rootzone,0.261
20230804_1630_sm_rootzone,0.26
20230804_1930_sm_rootzone,0.259
20230804_2230_sm_rootzone,0.258
20230805_0130_sm_rootzone,0.258
20230805_0430_sm_rootzone,0.259
20230805_0730_sm_rootzone,0.259
20230805_1030_sm_rootzone,0.259
20230805_1330_sm_rootzone,0.259
20230805_1630_sm_rootzone,0.258
20230805_1930_sm_rootzone,0.257
20230805_2230_sm_rootzone,0.256
20230806_0130_sm_rootzone,0.257
20230806_0430_sm_rootzone,0.257
20230806_0730_sm_rootzone,0.257
20230806_1030_sm_rootzone,0.257
20230806_1330_sm_rootzone,0.257
20230806_1630_sm_rootzone,0.256
20230806_1930_sm_rootzone,0.255
20230806_2230_sm_rootzone,0.254
20230807_0130_sm_rootzone,0.254
20230807_0430_sm_rootzone,0.254
20230807_0730_sm_rootzone,0.254
20230807_1030_sm_rootzone,0.255
20230807_1330_sm_rootzone,0.254
20230807_1630_sm_rootzone,0.253
20230807_1930_sm_rootzone,0.252
20230807_2230_sm_rootzone,0.252
20230808_0130_sm_rootzone,0.252
20230808_0430_sm_rootzone,0.252
20230808_0730_sm_rootzone,0.253
20230808_1030_sm_rootzone,0.253
20230808_1330_sm_rootzone,0.253
20230808_1630_sm_rootzone,0.252
20230808_1930_sm_rootzone,0.25
20230808_2230_sm_rootzone,0.25
20230809_0130_sm_rootzone,0.25
20230809_0430_sm_rootzone,0.25
20230809_0730_sm_rootzone,0.251
20230809_1030_sm_rootzone,0.252
20230809_1330_sm_rootzone,0.251
20230809_1630_sm_rootzone,0.25
20230809_1930_sm_rootzone,0.249
20230809_2230_sm_rootzone,0.25
20230810_0130_sm_rootzone,0.25
20230810_0430_sm_rootzone,0.251
20230810_0730_sm_rootzone,0.252
20230810_1030_sm_rootzone,0.252
20230810_1330_sm_rootzone,0.251
20230810_1630_sm_rootzone,0.25
20230810_1930_sm_rootzone,0.249
20230810_2230_sm_rootzone,0.248
20230811_0130_sm_rootzone,0.249
20230811_0430_sm_rootzone,0.25
20230811_0730_sm_rootzone,0.25
20230811_1030_sm_rootzone,0.251
20230811_1330_sm_rootzone,0.25
20230811_1630_sm_rootzone,0.249
20230811_1930_sm_rootzone,0.248
20230811_2230_sm_rootzone,0.248
20230812_0130_sm_rootzone,0.25
20230812_0430_sm_rootzone,0.251
20230812_0730_sm_rootzone,0.253
20230812_1030_sm_rootzone,0.253
20230812_1330_sm_rootzone,0.252
20230812_1630_sm_rootzone,0.252
20230812_1930_sm_rootzone,0.251
20230812_2230_sm_rootzone,0.251
20230813_0130_sm_rootzone,0.255
20230813_0430_sm_rootzone,0.26
20230813_0730_sm_rootzone,0.262
20230813_1030_sm_rootzone,0.262
20230813_1330_sm_rootzone,0.262
20230813_1630_sm_rootzone,0.261
20230813_1930_sm_rootzone,0.26
20230813_2230_sm_rootzone,0.26
20230814_0130_sm_rootzone,0.261
20230814_0430_sm_rootzone,0.262
20230814_0730_sm_rootzone,0.262
20230814_1030_sm_rootzone,0.262
20230814_1330_sm_rootzone,0.262
20230814_1630_sm_rootzone,0.26
20230814_1930_sm_rootzone,0.258
20230814_2230_sm_rootzone,0.258
20230815_0130_sm_rootzone,0.259
20230815_0430_sm_rootzone,0.26
20230815_0730_sm_rootzone,0.261
20230815_1030_sm_rootzone,0.261
20230815_1330_sm_rootzone,0.262
20230815_1630_sm_rootzone,0.261
20230815_1930_sm_rootzone,0.26
20230815_2230_sm_rootzone,0.262
20230816_0130_sm_rootzone,0.263
20230816_0430_sm_rootzone,0.263
20230816_0730_sm_rootzone,0.263
20230816_1030_sm_rootzone,0.263
20230816_1330_sm_rootzone,0.262
20230816_1630_sm_rootzone,0.261
20230816_1930_sm_rootzone,0.259
20230816_2230_sm_rootzone,0.259
20230817_0130_sm_rootzone,0.26
20230817_0430_sm_rootzone,0.26
20230817_0730_sm_rootzone,0.261
20230817_1030_sm_rootzone,0.261
20230817_1330_sm_rootzone,0.261
20230817_1630_sm_rootzone,0.26
20230817_1930_sm_rootzone,0.258
20230817_2230_sm_rootzone,0.258
20230818_0130_sm_rootzone,0.258
20230818_0430_sm_rootzone,0.259
20230818_0730_sm_rootzone,0.259
20230818_1030_sm_rootzone,0.259
20230818_1330_sm_rootzone,0.26
20230818_1630_sm_rootzone,0.26
20230818_1930_sm_rootzone,0.258
20230818_2230_sm_rootzone,0.259
20230819_0130_sm_rootzone,0.261
20230819_0430_sm_rootzone,0.263
20230819_0730_sm_rootzone,0.264
20230819_1030_sm_rootzone,0.264
20230819_1330_sm_rootzone,0.263
20230819_1630_sm_rootzone,0.263
20230819_1930_sm_rootzone,0.262
20230819_2230_sm_rootzone,0.262
20230820_0130_sm_rootzone,0.263
20230820_0430_sm_rootzone,0.265
20230820_0730_sm_rootzone,0.266
20230820_1030_sm_rootzone,0.266
20230820_1330_sm_rootzone,0.265
20230820_1630_sm_rootzone,0.264
20230820_1930_sm_rootzone,0.263
20230820_2230_sm_rootzone,0.262
20230821_0130_sm_rootzone,0.263
20230821_0430_sm_rootzone,0.264
20230821_0730_sm_rootzone,0.265
20230821_1030_sm_rootzone,0.267
20230821_1330_sm_rootzone,0.267
20230821_1630_sm_rootzone,0.266
20230821_1930_sm_rootzone,0.266
20230821_2230_sm_rootzone,0.27
20230822_0130_sm_rootzone,0.273
20230822_0430_sm_rootzone,0.289
20230822_0730_sm_rootzone,0.304
20230822_1030_sm_rootzone,0.305
20230822_1330_sm_rootzone,0.304
20230822_1630_sm_rootzone,0.302
20230822_1930_sm_rootzone,0.3
20230822_2230_sm_rootzone,0.298
20230823_0130_sm_rootzone,0.299
20230823_0430_sm_rootzone,0.3
20230823_0730_sm_rootzone,0.298
20230823_1030_sm_rootzone,0.297
20230823_1330_sm_rootzone,0.296
20230823_1630_sm_rootzone,0.293
20230823_1930_sm_rootzone,0.291
20230823_2230_sm_rootzone,0.289
20230824_0130_sm_rootzone,0.289
20230824_0430_sm_rootzone,0.288
20230824_0730_sm_rootzone,0.287
20230824_1030_sm_rootzone,0.287
20230824_1330_sm_rootzone,0.286
20230824_1630_sm_rootzone,0.285
20230824_1930_sm_rootzone,0.284
20230824_2230_sm_rootzone,0.283
20230825_0130_sm_rootzone,0.284
20230825_0430_sm_rootzone,0.284
20230825_0730_sm_rootzone,0.284
20230825_1030_sm_rootzone,0.284
20230825_1330_sm_rootzone,0.283
20230825_1630_sm_rootzone,0.282
20230825_1930_sm_rootzone,0.28
20230825_2230_sm_rootzone,0.28
20230826_0130_sm_rootzone,0.28
20230826_0430_sm_rootzone,0.28
20230826_0730_sm_rootzone,0.28
20230826_1030_sm_rootzone,0.28
20230826_1330_sm_rootzone,0.279
20230826_1630_sm_rootzone,0.278
20230826_1930_sm_rootzone,0.276
20230826_2230_sm_rootzone,0.276
20230827_0130_sm_rootzone,0.276
20230827_0430_sm_rootzone,0.276
20230827_0730_sm_rootzone,0.277
20230827_1030_sm_rootzone,0.277
20230827_1330_sm_rootzone,0.277
20230827_1630_sm_rootzone,0.276
20230827_1930_sm_rootzone,0.275
20230827_2230_sm_rootzone,0.275
20230828_0130_sm_rootzone,0.276
20230828_0430_sm_rootzone,0.278
20230828_0730_sm_rootzone,0.279
20230828_1030_sm_rootzone,0.279
20230828_1330_sm_rootzone,0.279
20230828_1630_sm_rootzone,0.277
20230828_1930_sm_rootzone,0.276
20230828_2230_sm_rootzone,0.275
20230829_0130_sm_rootzone,0.275
20230829_0430_sm_rootzone,0.275
20230829_0730_sm_rootzone,0.275
20230829_1030_sm_rootzone,0.275
20230829_1330_sm_rootzone,0.275
20230829_1630_sm_rootzone,0.274
20230829_1930_sm_rootzone,0.272
20230829_2230_sm_rootzone,0.272
20230830_0130_sm_rootzone,0.271
20230830_0430_sm_rootzone,0.272
20230830_0730_sm_rootzone,0.272
20230830_1030_sm_rootzone,0.272
20230830_1330_sm_rootzone,0.271
20230830_1630_sm_rootzone,0.271
20230830_1930_sm_rootzone,0.269
20230830_2230_sm_rootzone,0.269
20230831_0130_sm_rootzone,0.269
20230831_0430_sm_rootzone,0.269
20230831_0730_sm_rootzone,0.269
20230831_1030_sm_rootzone,0.269
20230831_1330_sm_rootzone,0.269
20230831_1630_sm_rootzone,0.267
20230831_1930_sm_rootzone,0.266
20230831_2230_sm_rootzone,0.265
20230901_0130_sm_rootzone,0.265
20230901_0430_sm_rootzone,0.266
20230901_0730_sm_rootzone,0.266
20230901_1030_sm_rootzone,0.266
20230901_1330_sm_rootzone,0.266
20230901_1630_sm_rootzone,0.265
20230901_1930_sm_rootzone,0.263
20230901_2230_sm_rootzone,0.263
20230902_0130_sm_rootzone,0.263
20230902_0430_sm_rootzone,0.263
20230902_0730_sm_rootzone,0.264
20230902_1030_sm_rootzone,0.264
20230902_1330_sm_rootzone,0.263
20230902_1630_sm_rootzone,0.262
20230902_1930_sm_rootzone,0.261
20230902_2230_sm_rootzone,0.261
20230903_0130_sm_rootzone,0.261
20230903_0430_sm_rootzone,0.262
20230903_0730_sm_rootzone,0.262
20230903_1030_sm_rootzone,0.263
20230903_1330_sm_rootzone,0.262
20230903_1630_sm_rootzone,0.262
20230903_1930_sm_rootzone,0.261
20230903_2230_sm_rootzone,0.261
20230904_0130_sm_rootzone,0.262
20230904_0430_sm_rootzone,0.265
20230904_0730_sm_rootzone,0.266
20230904_1030_sm_rootzone,0.267
20230904_1330_sm_rootzone,0.266
20230904_1630_sm_rootzone,0.266
20230904_1930_sm_rootzone,0.265
20230904_2230_sm_rootzone,0.264
20230905_0130_sm_rootzone,0.265
20230905_0430_sm_rootzone,0.266
20230905_0730_sm_rootzone,0.266
20230905_1030_sm_rootzone,0.266
20230905_1330_sm_rootzone,0.266
20230905_1630_sm_rootzone,0.265
20230905_1930_sm_rootzone,0.264
20230905_2230_sm_rootzone,0.263
20230906_0130_sm_rootzone,0.263
20230906_0430_sm_rootzone,0.263
20230906_0730_sm_rootzone,0.263
20230906_1030_sm_rootzone,0.263
20230906_1330_sm_rootzone,0.263
20230906_1630_sm_rootzone,0.262
20230906_1930_sm_rootzone,0.26
20230906_2230_sm_rootzone,0.259
20230907_0130_sm_rootzone,0.259
20230907_0430_sm_rootzone,0.259
20230907_0730_sm_rootzone,0.26
20230907_1030_sm_rootzone,0.26
20230907_1330_sm_rootzone,0.26
20230907_1630_sm_rootzone,0.258
20230907_1930_sm_rootzone,0.257
20230907_2230_sm_rootzone,0.257
20230908_0130_sm_rootzone,0.256
20230908_0430_sm_rootzone,0.256
20230908_0730_sm_rootzone,0.256
20230908_1030_sm_rootzone,0.256
20230908_1330_sm_rootzone,0.256
20230908_1630_sm_rootzone,0.255
20230908_1930_sm_rootzone,0.253
20230908_2230_sm_rootzone,0.253
20230909_0130_sm_rootzone,0.253
20230909_0430_sm_rootzone,0.254
20230909_0730_sm_rootzone,0.254
20230909_1030_sm_rootzone,0.255
20230909_1330_sm_rootzone,0.255
20230909_1630_sm_rootzone,0.254
20230909_1930_sm_rootzone,0.253
20230909_2230_sm_rootzone,0.254
20230910_0130_sm_rootzone,0.255
20230910_0430_sm_rootzone,0.257
20230910_0730_sm_rootzone,0.257
20230910_1030_sm_rootzone,0.257
20230910_1330_sm_rootzone,0.257
20230910_1630_sm_rootzone,0.256
20230910_1930_sm_rootzone,0.255
20230910_2230_sm_rootzone,0.255
20230911_0130_sm_rootzone,0.255
20230911_0430_sm_rootzone,0.255
20230911_0730_sm_rootzone,0.255
20230911_1030_sm_rootzone,0.255
20230911_1330_sm_rootzone,0.255
20230911_1630_sm_rootzone,0.254
20230911_1930_sm_rootzone,0.252
20230911_2230_sm_rootzone,0.252
20230912_0130_sm_rootzone,0.253
20230912_0430_sm_rootzone,0.254
20230912_0730_sm_rootzone,0.255
20230912_1030_sm_rootzone,0.255
20230912_1330_sm_rootzone,0.255
20230912_1630_sm_rootzone,0.254
20230912_1930_sm_rootzone,0.252
20230912_2230_sm_rootzone,0.251
20230913_0130_sm_rootzone,0.25
20230913_0430_sm_rootzone,0.251
20230913_0730_sm_rootzone,0.251
20230913_1030_sm_rootzone,0.251
20230913_1330_sm_rootzone,0.25
20230913_1630_sm_rootzone,0.249
20230913_1930_sm_rootzone,0.248
20230913_2230_sm_rootzone,0.247
20230914_0130_sm_rootzone,0.248
20230914_0430_sm_rootzone,0.249
20230914_0730_sm_rootzone,0.25
20230914_1030_sm_rootzone,0.25
20230914_1330_sm_rootzone,0.25
20230914_1630_sm_rootzone,0.249
20230914_1930_sm_rootzone,0.248
20230914_2230_sm_rootzone,0.248
20230915_0130_sm_rootzone,0.248
20230915_0430_sm_rootzone,0.25
20230915_0730_sm_rootzone,0.25
20230915_1030_sm_rootzone,0.25
20230915_1330_sm_rootzone,0.25
20230915_1630_sm_rootzone,0.249
20230915_1930_sm_rootzone,0.247
20230915_2230_sm_rootzone,0.246
20230916_0130_sm_rootzone,0.247
20230916_0430_sm_rootzone,0.247
20230916_0730_sm_rootzone,0.247
20230916_1030_sm_rootzone,0.247
20230916_1330_sm_rootzone,0.247
20230916_1630_sm_rootzone,0.245
20230916_1930_sm_rootzone,0.244
20230916_2230_sm_rootzone,0.243
20230917_0130_sm_rootzone,0.243
20230917_0430_sm_rootzone,0.244
20230917_0730_sm_rootzone,0.244
20230917_1030_sm_rootzone,0.244
20230917_1330_sm_rootzone,0.244
20230917_1630_sm_rootzone,0.243
20230917_1930_sm_rootzone,0.242
20230917_2230_sm_rootzone,0.241
20230918_0130_sm_rootzone,0.241
20230918_0430_sm_rootzone,0.242
20230918_0730_sm_rootzone,0.242
20230918_1030_sm_rootzone,0.242
20230918_1330_sm_rootzone,0.242
20230918_1630_sm_rootzone,0.241
20230918_1930_sm_rootzone,0.24
20230918_2230_sm_rootzone,0.239
20230919_0130_sm_rootzone,0.241
20230919_0430_sm_rootzone,0.242
20230919_0730_sm_rootzone,0.243
20230919_1030_sm_rootzone,0.243
20230919_1330_sm_rootzone,0.242
20230919_1630_sm_rootzone,0.241
20230919_1930_sm_rootzone,0.24
20230919_2230_sm_rootzone,0.241
20230920_0130_sm_rootzone,0.243
20230920_0430_sm_rootzone,0.245
20230920_0730_sm_rootzone,0.245
20230920_1030_sm_rootzone,0.245
20230920_1330_sm_rootzone,0.245
20230920_1630_sm_rootzone,0.243
20230920_1930_sm_rootzone,0.242
20230920_2230_sm_rootzone,0.241
20230921_0130_sm_rootzone,0.24
20230921_0430_sm_rootzone,0.24
20230921_0730_sm_rootzone,0.24
20230921_1030_sm_rootzone,0.24
20230921_1330_sm_rootzone,0.24
20230921_1630_sm_rootzone,0.238
20230921_1930_sm_rootzone,0.237
20230921_2230_sm_rootzone,0.236
20230922_0130_sm_rootzone,0.237
20230922_0430_sm_rootzone,0.237
20230922_0730_sm_rootzone,0.237
20230922_1030_sm_rootzone,0.237
20230922_1330_sm_rootzone,0.237
20230922_1630_sm_rootzone,0.236
20230922_1930_sm_rootzone,0.235
20230922_2230_sm_rootzone,0.236
20230923_0130_sm_rootzone,0.239
20230923_0430_sm_rootzone,0.243
20230923_0730_sm_rootzone,0.243
20230923_1030_sm_rootzone,0.243
20230923_1330_sm_rootzone,0.243
20230923_1630_sm_rootzone,0.242
20230923_1930_sm_rootzone,0.24
20230923_2230_sm_rootzone,0.24
20230924_0130_sm_rootzone,0.239
20230924_0430_sm_rootzone,0.243
20230924_0730_sm_rootzone,0.248
20230924_1030_sm_rootzone,0.25
20230924_1330_sm_rootzone,0.25
20230924_1630_sm_rootzone,0.248
20230924_1930_sm_rootzone,0.247
20230924_2230_sm_rootzone,0.248
20230925_0130_sm_rootzone,0.253
20230925_0430_sm_rootzone,0.259
20230925_0730_sm_rootzone,0.261
20230925_1030_sm_rootzone,0.261
20230925_1330_sm_rootzone,0.26
20230925_1630_sm_rootzone,0.258
20230925_1930_sm_rootzone,0.255
20230925_2230_sm_rootzone,0.254
20230926_0130_sm_rootzone,0.254
20230926_0430_sm_rootzone,0.253
20230926_0730_sm_rootzone,0.253
20230926_1030_sm_rootzone,0.253
20230926_1330_sm_rootzone,0.252
20230926_1630_sm_rootzone,0.251
20230926_1930_sm_rootzone,0.249
20230926_2230_sm_rootzone,0.249
20230927_0130_sm_rootzone,0.251
20230927_0430_sm_rootzone,0.254
20230927_0730_sm_rootzone,0.254
20230927_1030_sm_rootzone,0.254
20230927_1330_sm_rootzone,0.253
20230927_1630_sm_rootzone,0.252
20230927_1930_sm_rootzone,0.25
20230927_2230_sm_rootzone,0.249
20230928_0130_sm_rootzone,0.25
20230928_0430_sm_rootzone,0.25
20230928_0730_sm_rootzone,0.25
20230928_1030_sm_rootzone,0.25
20230928_1330_sm_rootzone,0.25
20230928_1630_sm_rootzone,0.249
20230928_1930_sm_rootzone,0.247
20230928_2230_sm_rootzone,0.247
20230929_0130_sm_rootzone,0.248
20230929_0430_sm_rootzone,0.249
20230929_0730_sm_rootzone,0.25
20230929_1030_sm_rootzone,0.249
20230929_1330_sm_rootzone,0.249
20230929_1630_sm_rootzone,0.248
20230929_1930_sm_rootzone,0.246
20230929_2230_sm_rootzone,0.245
20230930_0130_sm_rootzone,0.245
20230930_0430_sm_rootzone,0.245
20230930_0730_sm_rootzone,0.245
20230930_1030_sm_rootzone,0.246
20230930_1330_sm_rootzone,0.245
20230930_1630_sm_rootzone,0.244
20230930_1930_sm_rootzone,0.243
20230930_2230_sm_rootzone,0.242
20231001_0130_sm_rootzone,0.242
20231001_0430_sm_rootzone,0.242
20231001_0730_sm_rootzone,0.245
20231001_1030_sm_rootzone,0.246
20231001_1330_sm_rootzone,0.246
20231001_1630_sm_rootzone,0.245
20231001_1930_sm_rootzone,0.244
20231001_2230_sm_rootzone,0.246
20231002_0130_sm_rootzone,0.254
20231002_0430_sm_rootzone,0.259
20231002_0730_sm_rootzone,0.26
20231002_1030_sm_rootzone,0.259
20231002_1330_sm_rootzone,0.258
20231002_1630_sm_rootzone,0.257
20231002_1930_sm_rootzone,0.255
20231002_2230_sm_rootzone,0.254
20231003_0130_sm_rootzone,0.255
20231003_0430_sm_rootzone,0.258
20231003_0730_sm_rootzone,0.26
20231003_1030_sm_rootzone,0.261
20231003_1330_sm_rootzone,0.261
20231003_1630_sm_rootzone,0.259
20231003_1930_sm_rootzone,0.257
20231003_2230_sm_rootzone,0.258
20231004_0130_sm_rootzone,0.261
20231004_0430_sm_rootzone,0.262
20231004_0730_sm_rootzone,0.262
20231004_1030_sm_rootzone,0.262
20231004_1330_sm_rootzone,0.262
20231004_1630_sm_rootzone,0.261
20231004_1930_sm_rootzone,0.26
20231004_2230_sm_rootzone,0.259
20231005_0130_sm_rootzone,0.259
20231005_0430_sm_rootzone,0.259
20231005_0730_sm_rootzone,0.261
20231005_1030_sm_rootzone,0.263
20231005_1330_sm_rootzone,0.263
20231005_1630_sm_rootzone,0.263
20231005_1930_sm_rootzone,0.262
20231005_2230_sm_rootzone,0.263
20231006_0130_sm_rootzone,0.267
20231006_0430_sm_rootzone,0.268
20231006_0730_sm_rootzone,0.271
20231006_1030_sm_rootzone,0.272
20231006_1330_sm_rootzone,0.272
20231006_1630_sm_rootzone,0.271
20231006_1930_sm_rootzone,0.27
20231006_2230_sm_rootzone,0.272
20231007_0130_sm_rootzone,0.273
20231007_0430_sm_rootzone,0.273
20231007_0730_sm_rootzone,0.273
20231007_1030_sm_rootzone,0.272
20231007_1330_sm_rootzone,0.271
20231007_1630_sm_rootzone,0.27
20231007_1930_sm_rootzone,0.269
20231007_2230_sm_rootzone,0.27
20231008_0130_sm_rootzone,0.274
20231008_0430_sm_rootzone,0.276
20231008_0730_sm_rootzone,0.278
20231008_1030_sm_rootzone,0.279
20231008_1330_sm_rootzone,0.279
20231008_1630_sm_rootzone,0.278
20231008_1930_sm_rootzone,0.277
20231008_2230_sm_rootzone,0.281
20231009_0130_sm_rootzone,0.283
20231009_0430_sm_rootzone,0.286
20231009_0730_sm_rootzone,0.287
20231009_1030_sm_rootzone,0.286
20231009_1330_sm_rootzone,0.285
20231009_1630_sm_rootzone,0.283
20231009_1930_sm_rootzone,0.281
20231009_2230_sm_rootzone,0.28
20231010_0130_sm_rootzone,0.28
20231010_0430_sm_rootzone,0.279
20231010_0730_sm_rootzone,0.28
20231010_1030_sm_rootzone,0.281
20231010_1330_sm_rootzone,0.282
20231010_1630_sm_rootzone,0.281
20231010_1930_sm_rootzone,0.279
20231010_2230_sm_rootzone,0.28
20231011_0130_sm_rootzone,0.282
20231011_0430_sm_rootzone,0.284
20231011_0730_sm_rootzone,0.284
20231011_1030_sm_rootzone,0.284
20231011_1330_sm_rootzone,0.283
20231011_1630_sm_rootzone,0.282
20231011_1930_sm_rootzone,0.28
20231011_2230_sm_rootzone,0.279
20231012_0130_sm_rootzone,0.279
20231012_0430_sm_rootzone,0.279
20231012_0730_sm_rootzone,0.279
20231012_1030_sm_rootzone,0.279
20231012_1330_sm_rootzone,0.278
20231012_1630_sm_rootzone,0.277
20231012_1930_sm_rootzone,0.276
20231012_2230_sm_rootzone,0.275
20231013_0130_sm_rootzone,0.275
20231013_0430_sm_rootzone,0.276
20231013_0730_sm_rootzone,0.277
20231013_1030_sm_rootzone,0.277
20231013_1330_sm_rootzone,0.276
20231013_1630_sm_rootzone,0.275
20231013_1930_sm_rootzone,0.274
20231013_2230_sm_rootzone,0.274
20231014_0130_sm_rootzone,0.275
20231014_0430_sm_rootzone,0.277
20231014_0730_sm_rootzone,0.278
20231014_1030_sm_rootzone,0.279
20231014_1330_sm_rootzone,0.279
20231014_1630_sm_rootzone,0.278
20231014_1930_sm_rootzone,0.277
20231014_2230_sm_rootzone,0.279
20231015_0130_sm_rootzone,0.284
20231015_0430_sm_rootzone,0.293
20231015_0730_sm_rootzone,0.295
20231015_1030_sm_rootzone,0.295
20231015_1330_sm_rootzone,0.294
20231015_1630_sm_rootzone,0.292
20231015_1930_sm_rootzone,0.291
20231015_2230_sm_rootzone,0.29
20231016_0130_sm_rootzone,0.289
20231016_0430_sm_rootzone,0.289
20231016_0730_sm_rootzone,0.288
20231016_1030_sm_rootzone,0.288
20231016_1330_sm_rootzone,0.287
20231016_1630_sm_rootzone,0.286
20231016_1930_sm_rootzone,0.284
20231016_2230_sm_rootzone,0.286
20231017_0130_sm_rootzone,0.286
20231017_0430_sm_rootzone,0.287
20231017_0730_sm_rootzone,0.287
20231017_1030_sm_rootzone,0.287
20231017_1330_sm_rootzone,0.286
20231017_1630_sm_rootzone,0.285
20231017_1930_sm_rootzone,0.284
20231017_2230_sm_rootzone,0.283
20231018_0130_sm_rootzone,0.282
20231018_0430_sm_rootzone,0.282
20231018_0730_sm_rootzone,0.282
20231018_1030_sm_rootzone,0.282
20231018_1330_sm_rootzone,0.282
20231018_1630_sm_rootzone,0.281
20231018_1930_sm_rootzone,0.28
20231018_2230_sm_rootzone,0.279
20231019_0130_sm_rootzone,0.279
20231019_0430_sm_rootzone,0.279
